qag_viewer	https://github.com/louispaulet/qag_viewer.git
recipe_display	https://github.com/louispaulet/recipe_display.git
qag_dataflow	https://github.com/louispaulet/qag_dataflow.git
card_share	https://github.com/louispaulet/card_share.git
card_display	https://github.com/louispaulet/card_display.git
louispaulet.github.io_old	https://github.com/louispaulet/louispaulet.github.io_old.git
loulou_blog	https://github.com/louispaulet/loulou_blog.git
tortoise-tts-docker	https://github.com/louispaulet/tortoise-tts-docker.git
ai_art_ressources	https://github.com/louispaulet/ai_art_ressources.git
tortoise-tts-fast	https://github.com/louispaulet/tortoise-tts-fast.git
manalyzer	https://github.com/louispaulet/manalyzer.git
jekyll-docker-compose-hello-world	https://github.com/louispaulet/jekyll-docker-compose-hello-world.git
ETL_tests	https://github.com/louispaulet/ETL_tests.git
OpenAI_CLIP-REACT-FLASK	https://github.com/louispaulet/OpenAI_CLIP-REACT-FLASK.git
MNIST-KERAS-FLASK-JS	https://github.com/louispaulet/MNIST-KERAS-FLASK-JS.git
eyeo_case_study	https://github.com/louispaulet/eyeo_case_study.git
docker_stable_diffusion_v2	https://github.com/louispaulet/docker_stable_diffusion_v2.git
sort_framed_and_unframed_paintings	https://github.com/louispaulet/sort_framed_and_unframed_paintings.git
FILM_frame_interpolation_docker	https://github.com/louispaulet/FILM_frame_interpolation_docker.git
ffmpeg_jupyterlab_docker	https://github.com/louispaulet/ffmpeg_jupyterlab_docker.git
RealESRGAN_docker_local_gpu	https://github.com/louispaulet/RealESRGAN_docker_local_gpu.git
stable-diffusion-jupyterlab-docker	https://github.com/louispaulet/stable-diffusion-jupyterlab-docker.git
GFPGAN_docker_local_gpu	https://github.com/louispaulet/GFPGAN_docker_local_gpu.git
french_bible	https://github.com/louispaulet/french_bible.git
take-home-ds-case2-louis-paulet	https://github.com/louispaulet/take-home-ds-case2-louis-paulet.git
senat_parse	https://github.com/louispaulet/senat_parse.git
nantes_polytech_data_science	https://github.com/louispaulet/nantes_polytech_data_science.git
pdf_watermark_pipeline	https://github.com/louispaulet/pdf_watermark_pipeline.git
react-flask-app	https://github.com/louispaulet/react-flask-app.git
OCRmyPDF_google_colab	https://github.com/louispaulet/OCRmyPDF_google_colab.git
Data_dependencies_and_data_integration_course	https://github.com/louispaulet/Data_dependencies_and_data_integration_course.git
randomForestClassifierVisualizationProject	https://github.com/louispaulet/randomForestClassifierVisualizationProject.git
esp32_control_panel	https://github.com/louispaulet/esp32_control_panel.git
pattern_mining_course	https://github.com/louispaulet/pattern_mining_course.git
Classfication_and_Representation_Learning_course	https://github.com/louispaulet/Classfication_and_Representation_Learning_course.git
pmu	https://github.com/louispaulet/pmu.git
French-zip-code	https://github.com/louispaulet/French-zip-code.git
logger-extra-bundle	https://github.com/louispaulet/logger-extra-bundle.git
distributed_systems_project	https://github.com/louispaulet/distributed_systems_project.git
Taquin	https://github.com/louispaulet/Taquin.git
php-tibems	https://github.com/louispaulet/php-tibems.git
taquin-solver	https://github.com/louispaulet/taquin-solver.git
